tweet,label
shey una dey see am as cult clashes dey spoil things for us in awka,2
reason y kante snubbed jose is cus of his attitudeand xpecialy his bad mouthu no jose dey talk lyk pesin way dey tak sumtin,2
so man u go lose to villarreal wey sevilla dey beat wey we mend,2
please na i fit manage for bq make i fit dey chop free bq,0
i still like the sound of as u c me n my brother hey nor be say we gud pass o nor be say we get pass o but e be like say na we dem bless pass ooo still dey ring for my head,0
this nomination don talk am say i am happy for you na dem b dat oooo,2
if only osinbajo fit try a bit baba just attempt to try,0
why all of una dey laugh me na ma only jargo be better person,0
and so e no gree again na na una dey pained sef shebi na just ordinary feature from the king,2
wahala for those wey sell,0
you see this money bag na only small money you go bring na you get am all colors available as seen price to order watsapp,0
every morning i wake up ehhh i always thank god dat i failed dat one maths dat made them move me to art class me nd art was a match made in heaven oo,0
tboss dey learnyou see ceec lasan e go dey do you like say make you stone your tv,2
lmaooo emma is funny tbh e say na anty commot this your eye glass make we price this thing well your ajebor too much this evening,0
armed robbers dey front bridge don collapse civil war don start rapture don come,2
na soup wey sweet people dey rush u dont have to serve the soup early too,0
they have taken over your town bro hope say you dey dia dey fight,2
my padi make mouth to me i flog am o for fifa the real matter na hin be say he don cook and e no cook my own who go help us settle like this,2
but wait a min sef why cant someone pick me at random and send me money or upgrade my phone or sha do something nice for which kain head i get sef you people wey dem dey pick at random you get head,1
lol im angry ill say we av work by pm on friday you go dey tell me say e too late for you to travel,2
thank god say we no get nuclear weapon na so president for launch missile against russia then talk say e no dey aware,2
after this hate and selfish speech i hereby give up make i go dust my book abeg if youre going to the abroad even if na namibia please i dont mind being your guide o we moveeee god fit use you o,2
the kind one of a kind wey some of una be dey one kind,2
una wn folo me dog my pikin name prsn go wound o,2
if made in lagos win na e be say grammy awards don cast,2
na list of who make d final goal if i wan add anybody na kai kai play ballllll,0
im looking for valantine too oh make e no be like say i dev vex,2
omo i no even understand this hustle again im tired i say i no wan stress again na baba god pick your call o,2
e get stage wey person go reach for life wey sex no go dey excite am again d only thing wey u go dey crave for na peace of mind and financial stability e be like say i don reach that stage ohhh i just want peace of mind n more money,0
abeg abeg everybody should stay their fathers house until e don do dem,2
as dis mfs wey on the field wen my boiz came to town years back hope u remember the goals bashings back to back sha,2
wetin we wan use that thing do ride wey be like old refugee camp,2
fun to chat with don dey bill me k shey bi una say na contact she lost why una no tell me say she lost money too,2
pls who has the dg of nysc number or email this my cds pple think they can extort me of k for project wey dey inconclusive abi them think say k plenty ni,2
nothing de happen i dey mi dey make everybody de there dey i beg,2
mudi o e be like woman don do mudi strong thing before,2
i think say the part nor go dey edo men proud pass peacock but they are proud in a good way sha laziness the ones wey go wake up early in the morning baff finish dress up like people wey dey go for photoshoot siddon for dormot dey wait for dollar from the abroad,2
to return the brideprice she paid on your head or for new wife wey you dey plan go marry,1
na person wey no gree go prayer walk go do strong house chores today shebi i for just go,2
this green leaf sef,2
na heaven gate we dey be that o but if any person fit try convert us we fit still reason am sha,0
omo na party dem say make we con do for this ministry,0
some girls go just carry period dey come guy house why if you dey on your period abeg no come my house i dont like what i hate gossipmillnaija mcedopikin samklef,2
legit nwanyi onitsha e don dey pepper you already say we go begin tension you,2
na the number of foolish people wey dey the replies dey surprise me abi na sarcasm,2
na rals sweets dey run am una good morning ooo abeg i go like your retweet thank you send your order enter sharp sharp lagos,0
and abscond some will either steal something from their employees giving you a bad name or will just leave without saying a word you see them and ask them what happened and what you hear is aunty abeg i no fit don that work o how many months i go work before i fit save,2
last month bcus dem use iphone colet my baby wet i don dey save for years and i still dey cry now too‍️,0
swipe overhead regular fit shirt with s style print price n̶ now n off color multi colored size l dm to order shakarashop online shop wen sabi you sef go dey do shakara warri,0
all these over games can be very annoying when goals arent coming forth na to play double chance either or x at your discretion be the way but e go still cut if e go cut,2
early morning u dey make person laugh,0
~ lol na people wey wan spoil twitter people dey spoil thanks baby sis ️️,0
price oandg consultation k una don suffer for here nd time im experiencing it nd time im walking them out of my office i tried educating and na still argument ok now can you please leave my office i have other important things to attend to,2
all these ppl dat are not popular who is always hacking their account wetin dey ur social media account wey pesin wan hack,0
because surname plenty wey dey similar and they all always assumed that it was rukia that have him his powers,1
balikis no sabi kiss omowumi don do abortions iya abiye sef never born even morenikeji never get partner ifelodun don break up wetin we never see for our street even excellent sef dey carryover courses,1
i don tire for una intellectual,2
na na na na girould,1
i don finally register for gym oo na when summer dey end i wan start my summer body loading,0
good people still dey this twitter sha na wetin me i know be that if you like continue using people to catch cruise and subbing people behind the keypads few days ago i posted an outfit for sale and one of my followers reiterated that he would love to rock,0
she wan cme de put am on d bf,2
the person wey run commentary na werey,0
go sympathize wit wit ur family cos u v taken nigeria out of sovereignty n put her in a zoo,2
e be like say you never hear me dey laugh before call me and tell me one joke i don dey even laugh already ha ha ha ha ha lota ohhh,0
we dey run am this week oooo may tomorrow or thursday the bar dey with me sef,0
this one na normal thing for street na,1
when una governor don finish una drainages una fit come back come brag,2
im jealous of the nights that i dont spend with you im wondering who you lay next to ohim jealous of the nights im jealous of the love love that was in here gone for sumone else to shareits hard for me to say im jealous of the way you happy without me️,2
wetin e wan cost you to bless me absolutely nothing yet you will look away so sad im off mtchue,2
my dad flogged her like a thief i went and i was like daddy e don do i beg held him and took the broken cane ive not seen my dad like that in a long time back in my days blow dey follow self,2
shitttttttt tried to clean my ears with an earbud and i think i pushed the wax further in my right ear don deaf oo abeg where the doctors for my tl im panicking,2
my name is wunmi and i am happy to bring to your notice that you should buy makeup i deh sell well to people i come even deh give freebie sef so why some of una deh say i will get back to you‍️ lori iro i am available to take orders now oo,2
i dey laugh dey cry reading a particular reply dem say e wear her pina,2
i know im guessing but e be like say i don guess rightly o,0
if burna had won that grammy small thing e for don dey say win a grammy and come talk later,2
yards dem don dey rush us,0
whos in benin around ugbowo abeg lets link up today id buy my stuff myself if youre a girl make e be say i comot,0
is that person your relative oga ooo na like this una dey do,2
that chips i bin dey chop for momo for your side kept me going mehn that soft golden bread and fish stew bin dey top up the chao god bless yall famms mehn i just miss childhood,0
fine girl if you wan get bike dey comot from house around or am i did not subscribe for this stress abeg,2
wetin de burst my head right now ehn how ole take scam all of us like this na only naija boys fbi de see bah chai,2
gej is my hero even the wasc one acknowledges his hero status na only a tree with ripe fruits pipo for d full street dey stone,0
and dem say na rubbish children dey talk,2
omo see wetin buhari de do for this kind heated moment baba de commision keke how this buhari take survive this corona virus how did he not dieeeee this guy doesnt deserve to live,2
e get one nurse wey dey inject people h better go check,2
during my nysc e get one babe i dey eye for uniuyo she hug me finish call me next day say wetin be the name of my perfume that the bf likes it,2
for what abeg abeg ó we have moved passed that he should stay with the lohl as my girl said,2
on top this matter see as i dey chop insults i don change na,2
as hin fine reach hin noh fit toast even girls wey noh reach hin level his ego sef,2
money i just make e don comot to fix fuel pump whats all this na like why god why like why dis,2
the kind sweat wey i don sweat today ehnnn even if i dey drink furosemide the water wey go comot no go reach this,2
na ballons dem dey play with now boringgggg people,2
brymo is a gift to humanity we dont deserve him na society dey enforce the rule but na woman dey dictate the rule but wetin man go do na to break the rule for good what a gift what a blessing what a rendition what a talent i stan a living icon,0
people wey dey ment,2
if na give away them wan do sharp sharp comment go full everywhere,2
bros me sef won be like u ooo but all d ones wey dey shoot shot to me no get sense,2
someone should just send me money please this school thing everything na him we dey pay ehn im not doing again o,2
na ein ace don cm dey use am dey soft ace wey get gas cooker to use light kush,0
you gats tell them they gotta know say na me dey hold you down let them know im your controlla say na me dey make you bounceyou gats loud am so tey no body fit doubt am say na me dey hold you downlove e no be hide and seek o️ thanks️,0
that feelings when your favorite song is been played you cant help it but to vibeeeeewardeva still trending song were sweet no de fade like orlandis within nigeria,0
where una climb dey gocome back joor,2
and to think i risked points to bring in barnes the guy is returning just points e no go better for fpl scouts wey dey confuse person and to top it all pep is keeping kdb on the bench i need somewhere to cry,2
i enter market today say make i buy material for cake decoration omo na so k finish just like that see the small nylon i came back with why are decorating materials expensive na so so k k they just dey call,2
the way i will draft this divorce petition eh the petitioner sef will ask me if the exhusband to be has offended me before,2
the of you are mad na me fuck up wey i dey praise una‍️ lets act pe i no tag una omo ale,2
saturday shout out to my wife under review abeg shes undergoing screening if she no fine make una talk na o,0
my whole life in one song shey make we drop am help repostshare abeg as my helpersponsor fit dey your timeline incoming teamseunrunzyfans runzytv,2
pussy way everybody dey enjoy e reach your turn you give her belle no be so then they do things,0
kiki osinbajo should just go and sit down abeg they dey find her papa for oshodi oo make dey no catch am oo it is like they dont know people voted for osinbajo not buhari not knowing that the difference between osinbajo and buhari na just age and height,2
they way people are appointing theirselves to be commanders of spreading scaring news of this ehhhhaswear to god e dey tire me must you scare us all we sef they follow update now,2
we don grow na village people dey hold us,2
you sef dey act like depe person wey dey collect choc from mary and martha no go don sabi them,2
of all things to hate on in this nigeria is my school abu zaria like why abeg come carry the school keep for your backyard dey hate on i don tire,1
because we nor gree sub demdem nor dey use us as mcm again,2
i fit set you up with the other,0
i don make girls cry this year my target na all of una go pay for wetin onome do me last year,2
omo na blessings on blessings way me i dey find,0
can u atleast stop this shitty comparisons its not funny anymore most ona wey dey dey behind tweets like like never even knw next step to take in life ona go dey dia sti dey collect money for food for house,2
no be person wey first talk story na im dey talk true smoke can never be hidden it will always reveal itself,0
me wey stop to dey watch after st half the season is over for me thank u to think i was planning to spend money to come to watch a match this year at d emirates na this rubbish i go come watch,2
abeg obo you don pass this thing wa you won do if na burna dey ask this question i for understand,2
see wetin hunger dey cause na buffet i won type,2
una nor nice for this twitter at all na only to slander person una sabi,2
all of dem dey vex me ‍️,2
all dem sabi na to pursue people with beards and afro smh,2
i dont know guy miracle say na anytime ebuka wear that him agbada person dey comot say na eviction cloth,2
lol you sef don pass boundary dem say make you no touch anything but you disobeyed,2
i wan laff belle scatter,0
as i dey vex for e be like make i vex unfollow am self because of the anger of not doing my panic shopping yet and the lockdown in abuja is tomorrow,2
ibadan people scare me ohjst bcos i look like someone u knw u come me like borda i know u ni ahn akobo road iyana church sista rebbeca badmus ogbeni are u mad ni i dont know u jor is ur brain water lodge with shit water,2
you see my parents my first priority cos i am blessed and will be more successful god na me go make dem relax like they deserve i go buy my mother anything wey she need my papa ehh strong man day in day out god theres nothing impossible for you,0
but wiz no dey trap na afrobeat him dey do no doubt most of lyrics are repeated and about love but you gats give that guy credit music is a combination of sound voice rhythm flow not just lyrics alone yu sups knw dat na,0
men biko how much will be enough for you to barb your hair and look good ladies tag a guy and pay for him no be only men go dey pay una bills i know some women will want to tag some + men wey don go bald you will be disqualified ️,1
so that guy sef na pius anyim he wan talk abt na him dem wan dry clean now lol see okoto here,2
biggest baddest nigga ever liveth fine boys like you na dem dey rush you,0
loool this mute button na inside life o e go far gannnnn you mute person and e be like say them don die,0
omo laycon is vexing me lik dis nw why having dis discussion with nengi im pissedkin let dis issue be ozo is a grown man he should stop dis nonsense advice his selling to nengi shes smart to deal with her shit wats all dis nw,1
i dey help u na make u see wetin to talk and write for ielts,0
this guy dey whine me sha why you tag me first you dey whine me say i sabi whine which kiin whine be this,2
the knife wey man make na him dey slaughter man,1
so im hearing a mans voice from my neighbors room see ehn i want to fight this guy get luck say no be ph we dey i for duff am before e comot estate gate what rubbish,2
i be gehh one agric teacher da year weyyy we dey call gbanjo then one crs teacher wey we dey call ijoya,2
if u are in a relationship with last born love dem cherish dem n advice dem because dos people no get sense,0
all of una dey do aye something lol make una no face una music,2
don employ me make i dey help you rest if you wan dey online cos im not sure you rest a lot o my salary should be around k thank you,0
see your mouth like ask him una no sabi wetin una want gan gan confused beautiful creatures,0
sha said im sorry na okay im still sorry,2
stop shiftin facts n focus fo say na inky u sabi read bsides u dint discova dt dos dt did gave ref n many wrote too srry bt nt dis time sir,2
na so i take misplace airtime wey i buy now sha e pain me make i no lie,2
congratulations sir as e de sweet us e de pain them,0
na so so order e dey order,2
how far brother e don tey ooo hope life is treating you well,0
e tey rain dey beat me like this sir i dont have picture anywhere close was checking all my stupid apps and i found this on badoo,2
i dey tell you na mumu girl dey shout i be ph girltf,2
just now bro its sad man the funniest thing be say na person wey don dey support him videos upload this one e con dey abuse ham now hows that guy gon make it in this football world man is a youngster and doing like that what will happen wen e turns damn,2
f e e l l o v e d they re awesome and amazing,0
e be like sey dis rain don dey reach everybody ooooo,2
thats my point nah we we dey start the distrust most same way with contracts speak hausa to a director and he knows youre competent he will consider you first but meet a southerner nah oyinbo dem go dey speak because them no want help u nah wah ooo,2
yall please follow me i don tey for this bird app pass to dey get followers,0
and don collide ontop my mataabeg una sure say no be sub i come this life con sub like this,2
na remote dey work am nothing person wan tell me,2
but seriously all these females oap in enugu need to stop all this plenty english when theyre on air️ e no fit some of una at all,2
dami you sef don dey do love jesus,0
braaaa i nor know o as dem dey half time for euros qualifiers na make me change channel,1
lmao egg wey don soak for stew wey u dey always enjoy lick plate ‍️,0
congrats agbawo abeg cut soap for me this bills dey choke me even if na once,2
na your people na abeg help me put mouth beg,0
this heat and no light since morning god na your hand e de now oh,2
we dey wait for the menu we need to serve these guys as e dey hot,0
ori gbogbo won kan daru nioil wey be say na we get amna him we dey prepare for worse forhow did i ended up birthed in nigeria,2
na dem no wan finish onitsha enugu express way ‍️,2
that imeko video get as e be for my body sha small time dem go dey rubbish cele,2
ive tried telling girls im older than that im interested in a relationship with them but no immediate plans for marriage say years and above the first statement i get is you never serious and these girls dont own a penny to their name oh e dey mad me walahi,2
me yayi zafi ina ruwanka kuma e no concern u e no concern u abeg stop bn a cule pls,2
i don go follow and patiently waiting for her for apple music should i blow powder before you notice me abeg na,0
e no dey hard me to slap person wey dey ask yeye question o dem born that mothefvcker wey get that kind liver u sef reason am na,2
u left and dropped a big hole now this boys cant come close i trust you mercy for don don my ink don finish,2
lol na so e pain you lowlife pls caput quietly abeg dont smell here,2
i dont really like when a guy will always want u to chat him up all the time oga me i no well i delete ur number no come dey do yanga for me i am very busy lady benin ladies no get time so if u won dey act like say u no dey shit oga i delete and block u join,2
one pikin wia get sense,0
e get how person go rate you you sef go look yourself say ahan wetin happen,0
if person na arsenal fan abeg e dey cause mental disorder,2
den cos somone carry iphone x go village dem go say em dey enjoy lagos life,2
people out here already getting second dose of vaccines and im still here hunting down first dose dem say dem no gems dey give again please epp anybody knows anywhere in lagos i can get the first dose of covid vaccine please kindly refer,2
ndidi na rugedy babai like him always a nuisance to the opposition i wish kelechi can get a goal in this game e don try,0
e don tay wey i don dey crush on this fine woman not knowing shes a fellow red i knew we had a connection nb pls dont sub,0
some pipu hypocrisies dey stink fine u dont like rosie bt she postd pics of herself in cegar brand wear instead of u at list b happy d patronageuna stil dey spill billes bout her in d wears oloun some pipu hearts na hatred fulam notin u can do please em,2
eryou no win na una plenty wey get am,2
e be like say dem dey cook us inside oven,2
me sef wan stew na,0
i have something i want you to take a look at nah just one kain style wey i fit say you suppose like,0
guy your tweet legit i chop gt food on friday i nearly wan finish my cash at hand,0
ha ha aswear the family don blow finish,0
my people no dey disappoint,0
me nancy baby shey you know say you be fine geh nancy na so dem dey talk o cc kohinoor lounge,0
ssa wey you dey yab nor dey reason you oooooooo,2
pillow under the head wee never allow hair to be smooth laidat na u had to comb or brush it fest but that smile eh lai lo make up‍️‍️‍️ melanin poppin just no wound me abeg na my lane i dey waka so,0
walahi this our cake work is so stressful abeg sighss i stood from am till pm my leg and back hurts alot at a point i come dey vex for myself i was like who even send me message sef,2
as dey luciano now sheybi i for go catch money but i don chop overfeeding my dress no go fine well well,2
those yoruba people wan too dey show i just did introduction kawai,2
who be dat one again na baba dey tag am make gist dey flow,0
where you dey cos these niggas dey craze for here sef,2
na this kind rough play na em make me dey try avoid u for knock out tourney,0
happy birthday mama we love you and are making it look like na only dem get mama‍️ im coming home‍️‍️‍️,0
those people hold my k oo say na my limit be dat anytime i broke like dis i dey remember am,2
i cross my boundary with an arsenal fan tonight till i was told we chelsea fans dont deserve happiness na me go find wahala dem still come beat me come back home,2
she na guy b dat oooo even though him don madt,2
im not going outside until the temperature is above my age kd is so freaking cold the wind sef be like say na angels dey blow am,2
buh e dey work ‍️,0
abeg naa blow me na you god wan use please naa,0
who do una no be una dem even give pk,2
time is more valuable than money you can get more money but you cannot get more time jim rohn take care of the minutes and the hours will take care of themselves lord chesterfield you still dey wait for soap na premier i dey use o,0
and before i forget you can get cute plain and pattern material at affordable price pere na the work wey we dey do have a blissful week,0
come you that cannot retweet my business tweets or reply and like them na only ashewo things you dey engage abeg abeg,2
jazz boys where una dey na this whole story is just upside down and inside out lol the worst part is that some of you are now thinking that palm jazz go work for una please refrain from supporting any adulterated suggestion that jazz go work for you by believing it,2
so someone cannot sleep peacefully again adulthood na scam‍️ adulthood na scam‍️‍️ adulthood na scam‍️‍️‍️,2
pple wey go tok go tok ma bro dont mind dem jhor,0
when night market dey start oo i get stock when i wan sell at june sales price oo,0
part of the money me na i say okay no wahala enter when i reach where i dey go we go end trip see how much then you pay a percentage abi no be so i don reach where i dey go finish aunty oya pay she say em i dont have cash with me ah ah see me see cashless society,2
this jumpsuit de burst my farome chai valetine is by the corner ooo️️️️ what are you wearing for that dinner date this jumpsuit is hotter than hot by the,0
has blown on nigerian twitter since the don epp episode don epp finally don epp person,0
you know as e dey be na,1
how many side chicks dem even get so tey na go remains asking for myself ni o,2
lmfao oloshi jati jati guy i no single so i no sabi wetin you dey yarn aboutand abeg no dey compare me with that certified virgin,2
e don dey finish sef,2
i no get money for surgery yet i dont have big breast definitely not a size so na like this i dey go,2
e con be like say we wey never invest in bitcoin no get plan for our future ‍️‍️‍️‍️ i dey wait make he reduce na to sell my pops land go invest but dis thing just dey rise like yeast,2
never gonna carry any man on my head again sha na so i put one for header ready to paste him on my forehead sef dey love up and down till i checked his phone i wanted to faint,0
bros comot cap make small breeze way dey carry sense enta ya head small,2
na person wey get water for body go fit cry commot tears for eye,2
me i no dey like dey folllw una argue for twitter make we drop location meet do wetin we won do not here twitter jackie chan,2
i get like towels e dey be like i wan open hotel,2
i wan use am take ponder on wetin dem teach for church today b,0
but wait o days never still finish how many weeksmake one day abeg cus like this e be like say we don do months for house and weeks never still finisham confused somebody help,0
symply tacha that oneshe enter house now and she no wan twerk for us so all the twerking na only for ig she does nothing in that house issokay e go do her like film trick when shes booted out,2
people wey dem suppose dey flog,2
this lady ib band sabi the work chaii music wey dey sweet for body,0
twitter friends abeg make una dey useful for once i need k frm una if you knw you love me buzz me abeg be a good citizen please help the needy,2
congrats fine people god bless your home na dis kind pictures dem dey make me wan do fast go marry,0
i dont even have that one sef,2
people wey no get money dey para for person wey get billions social media dey give some people mind sha tf,2
baba god don do am oooo happy new month my correct person yes time for na to pick from make we sama you d song wey folo,0
you know this️️e dey pain me say this girl no dey related to meall of them for don sleep eternal sleep,2
fine boy wey con sabi sing again️,0
which kind movie una send me go watch wey de make person cry abeg,2
i am criminally tired and hungry this singu laif sef,2
poverty and stress can suck out the niceness in you this one hit me deeeeeeeeep person go just de vex anyhow na poverty and lagos stress no be my true face,2
chale ghanaian women dey fine nana aba anamoah na awardwinning media pesin also she be diehard fan,0
be like wetin dem dey see for museum,2
song dat is already fading sef,2
na like this go dey tweet if i don finally get work,0
na so i tell egungun liverpool to be careful now e don happen them con dey waka alone now,2
days wey i dey find engagement i no see e reach win free pasta una dey retweet you guys would starve,0
e no see money to buy cream again chai buhari don suffer dem ehn,2
some questions dey always vex me sha,2
sugarman abeg na today man utd dey play if yes scoreline pls,1
i get work wey i dey do that side wan prime on tuesday then run asphalt next week,1
shege no be shrine de una area,2
as i dey now ehn i just need anything even if na to k make i use buy my fish feed tomorrow or friday,2
omo sent me vn ni sha thank god im alone in store see me blushing and smiling momma so fine she still con get sweet voice weh fit make man god bless you maam,2
aswear you burst my head for here baba say look again,0
everybody dey vex we dey para now peaceful protest don dey bloody now x x link in my bio endsars,2
bros you don chop agoyin beans b with better soft bread wey come white for body,0
lmao i should know this one sha zeez love lace magodo boys them dey do am well i don walk in on them no be times times the worst one na the one wey then finish with one babe she talk say they didnt do it well my is still intact i put hand for head,2
na she use her hand type say she get problem i just dey help identify one of them im happy to help,2
now oo dem fit vex score ooo,2
na boss u be d remember upcumin lik methose dat re serious,0
no now daboski woman wey sabi no be like dis we plan am o who will give abimbola heat now who will trouble terfas soul this is not fair who will take timothy and justice atinuke for a ride who,2
eazege dis ur hair eh u look like joseph for bible wey dey think of him future odogwu e go dey softer for u grammy go reach ur side just do something extra ordinary like ur self ️,0
na because you no be naija girl na cele church dem for flog the love of plastic comot for your body,2
so i cant visit my village in peace rat don chop my new earpiece wahala dey for who still use earpiece,2
seriously though i was so sure i was gonna marry an igbo manna dem full my hand that timechoii they love my oroboishness die na so so nwayiomai sure say na my mama ijebu toned prayers na im change am igbo kwenuuna sabi jare no be lie,0
mk i dey look you go na aisha dey hold my hand,1
if e no be tears of joy forget we no go cry again,0
what type of dance is this on the make una come carry una cc silverbirds rhythm fm benin,2
i laugh at you shit wont even fly in the home of the free not to talk of this country no go kill yourself say you dey do freedom fighter oh na only mourn dem go mourn you las las,2
you no get money for hand and you still no go get good talk for mouth na which kind person you wan con be️,2
dey dia na,1
fat boys like us we no dey rush food na food dey rush us,2
belle don dey pain me again how long will i live with this pain lai shey cramps,2
ssgtruellyi concur absolutely wth lgladysabeg hlp me take bottle chilld star take beg joejoearmanimake e no near mozambque,0
na dis kind examyou go kon dey sweat anyhowand those invigilators they get one kind evil you eye glasses,2
i went to bank and they said u cant go inside without a mask then the lady behind me was telling someone elseabeg wen u finish borrow me your own ️,2
mafo himself wan put am for our body nii na,1
he wan dey use me catch cruise,2
oga facebook sharer chief executive officer of the forwarding committee i hail ohhh have you listened to kod na picture dey make una shake like this,2
e sweet you say dem go disconnect me e go soon shock you,0
e choke help the ministry abeg,0
i seriously do not knw the second minute hour day week month year i will win any of and give away dey don dey post notification since but twitter will only notify me when the give away has ended,2
but e dey payyy,0
somebody help i wanna renew my sub and i mistakenly send airtime to another number with just one number with imidiate effect i call the number i swear this nigga say bros i de look for hike to sub i no fit talk again na so just go,0
where can i find this kain fine specimen the earrings come topup the fineness finish this wan na square meal comman see buffet e slippery,0
oga wetin be tyou think say everything na mathematics ehh ode,2
the work my mama gimme today you go think say she don mean me like say she set trap for me as i no dey come house work continues tomorrow i don tire abeg,2
me sef shock,2
i dont even like him sef,2
leave airtel abeg dem dey try for me,0
as i don enter your mata ehn na correct tin you go dey see the kin love wey i go show eh e go better pass any kind of money this song wont be the death of me i have a thing for larry gaga its not even funny,0
even me sef i dey insult man utd fans i no fit talk again cause if we jam una dem go spell arsenal,2
abeg no vex how can i ask a girl out on twitter fine girls full this twitter ooo shooo the kind fyn fyn profile pictures i dey see ehnn any tips on how to toast a girl on twitter,0
be like say our light don spoil,2
na una be the main students that year people like us we just been dey pass through,0
this tuoyo don dey overdo this gym thing oh,2
please na beg i dey beg abeg you pipu should put a limit on the amount of airtime or how many times one can buy airtime in a day using i need control over this biko and its in your hands alone,0
oluwa wetin dey sirinate,2
he con dey yarn the p like say he dey there when dey sign contract,2
lol no dey loud am na you wan pursue customers from me,2
ah the idea is they are also supposed to campaign back home lets go na i go get you cwo uniform claim say you be lolo and womens leader,0
you dey look fine woman u don forget sef say u sef be spec,0
a man that couldnt build a single standard hospital has good vision na so dem dey do for finland,2
akporshappy fathers dayall brila fathersandall brila men wen never wan marry even though say dem don dey passmarry,0
as e de hot bitter leaf is better life camp abuja,0
na the same anambra wey i dey o,1
swrs bruh i don use my account number flood twitter still yet nothing nothing e con dey be me like say my tweets dey invisible main while don win giveaway form two stars in less than weeks i really wan knw where they dey install their own twitter from,2
ha bori e dey rain here o and some of us dey alone,0
beht beht e be like say na when i fat i dey fine,0
na wa oo what if him break the man back how wahala wan take finish with things like this,2
reno de disappoint mi sha baba use style beg say na e no knoe say na her,2
lol how my queen go dey do that how person wey go raise my kids go dey knock gala out like that,2
lol baba dey change squad like say na friendly b every game im tired,2
please lets greet her her boyfriend na sars na her account those pos money dey enter,2
lmao e don do me sef before oo i wan die that day and na k i bet,2
e no go better for the dg and his workers una think say na only una get plans abi,2
people wey dey watch back of tv,2
e no steady sef be like e dey run shift with heat two day in and one days off,2
leave them jare idiot people people wey win am no be them dey their front na to chase clout,0
when u are not sure of why u are on tweeter the next tin na to dey cause person u way ur own never better wey dey look for partner o gor gan,2
if i just touch my phone percent don cut comot e no fit better for infinix,2
food don ready im on my way home oo you dey here dey tweet,0
i really want to whine him but e fit mute me again make i no dey see his status,2
being born in nigeria is a disadvantage already automatically life don dey lead u if your parents no con get money lol na if u con be first born na nd u con be a arsenal fan,2
you wen go soon comot,2
e be like time don reach wey i go marry im just in my feelings make this wedding do make i go house btw yorubas can party sha,0
your mind na sugar factory now man u don win,0
u dey sure of wetin u dey talk so o girl,2
abeg who get owambe wey person fit gate crash today na,0
tell my enemies fvck dem they know already but fvck dem tell dem again with a middle finger and a chucklehaha,2
im not even bothered again sef todays discovery just made me realise im actually doing something great,2
na why i stop to dey go church dem carry me and obinna phone for the same spot deep stuff,2
guy i wan die that day i come dey waka like say i get hunch back,2
even if na only laycon dey dis party he will rock and enjoy himself no worry yourself,0
story story who carry league pass when last you carry am my brother hypertension fc when you start to dy support arsenal sef how many trophies you don celebrate with them the unbeaten season you never start to dy watch ball sef so sit down and be humble bro,2
was listening to one radio station news this evening on my way home omo eh the igbo wey dey speak dey learn work from that of the newscaster oh,0
boys dey hospital dey work salah meat just dey pass patient come and join me doctor me im fine maam thank you,2
lmfao abi thunder wan strike this oneso na pm be your resumption and me dey resume am,2
super falcons don start abeg o world cup na june pls show us una real face,0
where shey u no go go come bless early morning blessing kk e fit reach me as bad belle dem dey sleep,0
chews loudly because i cant stand snoring its one of my greatest fear in marriage marry wife finish she con dey snore omo na to return the wife,2
don jazzy shey u go do small giveaway this december na u i use get hope o since this year e just dey jump me abi this no be my year chai,0
see my own ballons baby of this twitter fam got ballons its not even pm yet and the way you lovely people are making me blush smile and blush again over smiling de do me i am being swept off my baby feet with all the love keep it coming bikonu,0
peeps pls let uncle doyin rest na y u dey remind e no good o,2
the way todays games be going ehmits like the gods of football have done okoto meow skkkrr on all my predictions so far im not doing again let be playing their play local woman dey go drink beer abeg choi‍️,2
he dey happen na na highness,0
all these rich people na so dem dey block,2
so painful i could only help someone with ah but when did i turn to this na my village people make una leave me na abeg i need money enu gbe please,0
big man abeg na my number be this i just wan access my account tomorrow and smile show me love too,0
na me una dey live on im spending money small small so e no go finish now i have to take care of you too as a nursing mother with twins im just angry goats can eat their foods are expensive im going to name them bitterness and pain cause right now im bitter and in pains,0
im yet to taste small chops that is better that chops this is not a paid advert i love her chops anytime anyday abeg i dey come chop more,0
what sickness abi disease tsetse fly dey give ni e don bite me die for this bush,0
i just follow your account today indeed youre sportingking im late anyway but late comer sef dey get luck sometimes e no go spoil keep winning,0
black is beauty na an there body system is well strong,0
it has been three month i havent had yam ofada rice vsop in fact good food sapa dey if you see me na cereals you dey see,2
good morning fam come and buy breast lifts o its not for fallen breast o️ if u no wan wear bra comot house na the solution be this and its for a give away price in a pack price k,0
abeg alex dey dancemy kinda girl,0
lowkey when i dey high school and teacher beat me i no dey cry bcos them no fit flog reach folashade e be like she go school of flogging,2
man wey sabi,0
who dey restrict my blessings na the thing d choke me for neck now i no dey fit breeeettt again abeg,2
loldem never see anything if only such people know wat we do wen we are really hornyandwit d right person,0
you sabi the thing come dey tally your scores boys go dey find spreadsheet to know where hope dey or the number of resitrepeating students,2
abeg why my follower numbers dey go up n down like nigeria stock exchange as i dey so i never reach common follower he no good na,2
them no dey rush them,1
see ds one abeg wetin u dey form i no want o before u use am insult me again,2
sharrap you wey dey collect,2
come ooh na every match ronald koeman go dey start pedri why pedri go come chance rigui puig just like dat make this our coach know make me dislike pedri ooh,2
for not proving point is just a class nengi above em yeey e restrict airflow jor,0
